Reporting registers that pass DFT rules
  alu_out_q_reg[0] 	PASS; Test clock: clk/rise; 
  count_cycle_reg[54] 	PASS; Test clock: clk/rise; 
  count_cycle_reg[55] 	PASS; Test clock: clk/rise; 
  count_cycle_reg[56] 	PASS; Test clock: clk/rise; 
  count_cycle_reg[57] 	PASS; Test clock: clk/rise; 
  count_cycle_reg[58] 	PASS; Test clock: clk/rise; 
  count_cycle_reg[59] 	PASS; Test clock: clk/rise; 
  count_cycle_reg[5] 	PASS; Test clock: clk/rise; 
  count_cycle_reg[60] 	PASS; Test clock: clk/rise; 
  count_cycle_reg[61] 	PASS; Test clock: clk/rise; 
  count_cycle_reg[62] 	PASS; Test clock: clk/rise; 
  count_cycle_reg[63] 	PASS; Test clock: clk/rise; 
  count_cycle_reg[6] 	PASS; Test clock: clk/rise; 
  count_cycle_reg[7] 	PASS; Test clock: clk/rise; 
  count_cycle_reg[8] 	PASS; Test clock: clk/rise; 
  count_cycle_reg[9] 	PASS; Test clock: clk/rise; 
  count_instr_reg[0] 	PASS; Test clock: clk/rise; 
  count_instr_reg[10] 	PASS; Test clock: clk/rise; 
  count_instr_reg[11] 	PASS; Test clock: clk/rise; 
  count_instr_reg[12] 	PASS; Test clock: clk/rise; 
  count_instr_reg[13] 	PASS; Test clock: clk/rise; 
  count_instr_reg[14] 	PASS; Test clock: clk/rise; 
  count_instr_reg[15] 	PASS; Test clock: clk/rise; 
  count_instr_reg[16] 	PASS; Test clock: clk/rise; 
  count_instr_reg[17] 	PASS; Test clock: clk/rise; 
  count_instr_reg[18] 	PASS; Test clock: clk/rise; 
  count_instr_reg[19] 	PASS; Test clock: clk/rise; 
  count_instr_reg[1] 	PASS; Test clock: clk/rise; 
  count_instr_reg[20] 	PASS; Test clock: clk/rise; 
  count_instr_reg[21] 	PASS; Test clock: clk/rise; 
  count_instr_reg[22] 	PASS; Test clock: clk/rise; 
  count_instr_reg[23] 	PASS; Test clock: clk/rise; 
  count_instr_reg[24] 	PASS; Test clock: clk/rise; 
  count_instr_reg[25] 	PASS; Test clock: clk/rise; 
  count_instr_reg[26] 	PASS; Test clock: clk/rise; 
  count_instr_reg[27] 	PASS; Test clock: clk/rise; 
  count_instr_reg[28] 	PASS; Test clock: clk/rise; 
  count_instr_reg[29] 	PASS; Test clock: clk/rise; 
  count_instr_reg[2] 	PASS; Test clock: clk/rise; 
  count_instr_reg[30] 	PASS; Test clock: clk/rise; 
  count_instr_reg[31] 	PASS; Test clock: clk/rise; 
  count_instr_reg[32] 	PASS; Test clock: clk/rise; 
  count_instr_reg[33] 	PASS; Test clock: clk/rise; 
  count_instr_reg[34] 	PASS; Test clock: clk/rise; 
  count_instr_reg[35] 	PASS; Test clock: clk/rise; 
  count_instr_reg[36] 	PASS; Test clock: clk/rise; 
  count_instr_reg[37] 	PASS; Test clock: clk/rise; 
  count_instr_reg[38] 	PASS; Test clock: clk/rise; 
  count_instr_reg[39] 	PASS; Test clock: clk/rise; 
  count_instr_reg[3] 	PASS; Test clock: clk/rise; 
  count_instr_reg[40] 	PASS; Test clock: clk/rise; 
  count_instr_reg[41] 	PASS; Test clock: clk/rise; 
  count_instr_reg[42] 	PASS; Test clock: clk/rise; 
  count_instr_reg[43] 	PASS; Test clock: clk/rise; 
  count_instr_reg[44] 	PASS; Test clock: clk/rise; 
  count_instr_reg[45] 	PASS; Test clock: clk/rise; 
  count_instr_reg[46] 	PASS; Test clock: clk/rise; 
  count_instr_reg[47] 	PASS; Test clock: clk/rise; 
  count_instr_reg[48] 	PASS; Test clock: clk/rise; 
  count_instr_reg[49] 	PASS; Test clock: clk/rise; 
  count_instr_reg[4] 	PASS; Test clock: clk/rise; 
  count_instr_reg[50] 	PASS; Test clock: clk/rise; 
  count_instr_reg[51] 	PASS; Test clock: clk/rise; 
  count_instr_reg[52] 	PASS; Test clock: clk/rise; 
  count_instr_reg[53] 	PASS; Test clock: clk/rise; 
  count_instr_reg[54] 	PASS; Test clock: clk/rise; 
  count_instr_reg[55] 	PASS; Test clock: clk/rise; 
  count_instr_reg[56] 	PASS; Test clock: clk/rise; 
  count_instr_reg[57] 	PASS; Test clock: clk/rise; 
  count_instr_reg[58] 	PASS; Test clock: clk/rise; 
  count_instr_reg[59] 	PASS; Test clock: clk/rise; 
  count_instr_reg[5] 	PASS; Test clock: clk/rise; 
  count_instr_reg[60] 	PASS; Test clock: clk/rise; 
  count_instr_reg[61] 	PASS; Test clock: clk/rise; 
  count_instr_reg[62] 	PASS; Test clock: clk/rise; 
  count_instr_reg[63] 	PASS; Test clock: clk/rise; 
  count_instr_reg[6] 	PASS; Test clock: clk/rise; 
  count_instr_reg[7] 	PASS; Test clock: clk/rise; 
  count_instr_reg[8] 	PASS; Test clock: clk/rise; 
  count_instr_reg[9] 	PASS; Test clock: clk/rise; 
  cpu_state_reg[0] 	PASS; Test clock: clk/rise; 
  cpu_state_reg[1] 	PASS; Test clock: clk/rise; 
  cpu_state_reg[2] 	PASS; Test clock: clk/rise; 
  cpu_state_reg[3] 	PASS; Test clock: clk/rise; 
  cpu_state_reg[4] 	PASS; Test clock: clk/rise; 
  cpu_state_reg[5] 	PASS; Test clock: clk/rise; 
  cpu_state_reg[6] 	PASS; Test clock: clk/rise; 
  cpu_state_reg[7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][15] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][20] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][21] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][22] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][23] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][24] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][25] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][26] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][27] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][28] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][29] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][2] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][30] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][31] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][3] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][4] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][5] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][6] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][8] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[0][9] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][15] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][20] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][21] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][22] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][23] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][24] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][25] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][26] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][27] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][28] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][29] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][2] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][30] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][31] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][3] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][4] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][5] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][6] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][8] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[10][9] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][15] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][20] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][21] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][22] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][23] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][24] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][25] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][26] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][27] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][28] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][29] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][2] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][30] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][31] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][3] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][4] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][5] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][6] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][8] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[11][9] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][15] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][20] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][21] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][22] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][23] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][24] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][25] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][26] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][27] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][28] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][29] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][2] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][30] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][31] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][3] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][4] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][5] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][6] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][8] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[12][9] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][15] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][20] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][21] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][22] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][23] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][24] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][25] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][26] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][27] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][28] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][29] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][2] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][30] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][31] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][3] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][4] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][5] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][6] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][8] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[13][9] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][15] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][20] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][21] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][22] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][23] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][24] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][25] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][26] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][27] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][28] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][29] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][2] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][30] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][31] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][3] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][4] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][5] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][6] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][8] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[14][9] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][15] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][20] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][21] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][22] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][23] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][24] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][25] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][26] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][27] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][28] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][29] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][2] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][30] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][31] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][3] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][4] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][5] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][6] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][8] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[15][9] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][15] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][16] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][17] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][18] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][19] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][1] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][20] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][21] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][22] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][23] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][24] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][25] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][26] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][27] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][28] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][29] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][2] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][30] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][31] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][3] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][4] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][5] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][6] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][7] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][8] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[16][9] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][0] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][10] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][11] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][12] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][13] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][14] 	PASS; Test clock: clk/rise; 
  cpuregs_reg[17][15] 	PASS; Test clock: clk/rise; 
