###############################################################
#  Generated by:      Cadence Innovus 19.11-s128_1
#  OS:                Linux x86_64(Host ID cn99.it.auth.gr)
#  Generated on:      Fri Dec  9 09:13:59 2022
#  Design:            picorv32
#  Command:           report_timing > ex6.1report_timing_vima14.txt
###############################################################
Path 1: MET Late External Delay Assertion 
Endpoint:   mem_la_addr[31] (v) checked with  leading edge of 'clk'
Beginpoint: resetn          (^) triggered by  leading edge of 'clk'
Path Groups: {clk}
Analysis View: default_emulate_view
Other End Arrival Time          0.000
- External Delay                1.000
+ Phase Shift                  10.000
- Uncertainty                   0.050
= Required Time                 8.950
- Arrival Time                  3.064
= Slack Time                    5.886
     Clock Rise Edge                      0.000
     + Input Delay                        1.000
     + Drive Adjustment                   0.026
     = Beginpoint Arrival Time            1.026
     +----------------------------------------------------------------------------------------+ 
     |         Instance          |        Arc        |   Cell    | Delay | Arrival | Required | 
     | inc_add_382_74_g405       | A ^ -> Y ^        | AND2X1    | 0.032 |   2.499 |    8.386 | 
     | inc_add_382_74_g403       | B ^ -> Y v        | NAND2X1   | 0.024 |   2.524 |    8.410 | 
     | inc_add_382_74_g401       | B v -> Y ^        | NOR2BX1   | 0.022 |   2.546 |    8.432 | 
     | inc_add_382_74_g399       | A ^ -> Y ^        | AND2X1    | 0.032 |   2.578 |    8.464 | 
     | inc_add_382_74_g397       | B ^ -> Y v        | NAND2X1   | 0.023 |   2.601 |    8.488 | 
     | inc_add_382_74_g395       | B v -> Y ^        | NOR2BX1   | 0.022 |   2.623 |    8.510 | 
     | inc_add_382_74_g393       | A ^ -> Y ^        | AND2X1    | 0.031 |   2.654 |    8.540 | 
     | inc_add_382_74_g391       | A ^ -> Y ^        | AND2X1    | 0.030 |   2.684 |    8.570 | 
     | inc_add_382_74_g389       | B ^ -> Y v        | NAND2X1   | 0.022 |   2.706 |    8.593 | 
     | inc_add_382_74_g387       | B v -> Y ^        | NOR2BX1   | 0.026 |   2.732 |    8.619 | 
     | inc_add_382_74_g385       | B ^ -> Y v        | NAND2X1   | 0.027 |   2.759 |    8.646 | 
     | inc_add_382_74_g383       | B v -> Y v        | XNOR2X1   | 0.034 |   2.793 |    8.680 | 
     | g129836                   | B v -> Y v        | MX2XL     | 0.032 |   2.825 |    8.712 | 
     | FE_OFC334_mem_la_addr_31  | A v -> Y ^        | INVX1     | 0.009 |   2.834 |    8.720 | 
     | FE_OFC335_mem_la_addr_31  | A ^ -> Y v        | INVX1     | 0.025 |   2.859 |    8.745 | 
     | FE_OFC492_mem_la_addr_31  | A v -> Y ^        | INVX1     | 0.052 |   2.911 |    8.797 | 
     | FE_OFC493_mem_la_addr_31  | A ^ -> Y v        | CLKINVX20 | 0.132 |   3.043 |    8.930 | 
     |                           | mem_la_addr[31] v |           | 0.020 |   3.064 |    8.950 | 
     +----------------------------------------------------------------------------------------+ 

